transaction_id,date,scheme_name,transaction_type,amount,state,age_group,gender,city_tier
19731,2022-08-02,Mirae Asset Large Cap Direct,Redemption,373565,Kerala,18-25,Male,T30
19732,2025-10-04,UTI Flexi Cap Direct,SIP,136722,Telangana,18-25,Female,T30
19733,2025-04-13,Mirae Asset Large Cap Direct,SIP,399435,Karnataka,36-45,Female,T30
19734,2022-12-20,HDFC Top 100 Direct,SIP,294628,Rajasthan,46-60,Male,T30
19735,2025-11-09,Kotak Bluechip Direct,SIP,91984,Gujarat,46-60,Female,T30
19736,2025-08-29,ICICI Pru Bluechip Direct,SIP,84405,Gujarat,46-60,Female,B30
19737,2024-04-25,ICICI Pru Bluechip Direct,SIP,130159,Kerala,36-45,Male,B30
19738,2024-01-12,Nippon Large Cap Direct,SIP,187168,Kerala,60+,Female,T30
19739,2024-04-04,SBI Bluechip Direct,SIP,51735,Rajasthan,46-60,Male,B30
19740,2022-07-15,HDFC Top 100 Direct,Redemption,458616,Uttar Pradesh,18-25,Female,T30
19741,2022-01-01,ABSL Frontline Equity Direct,SIP,170174,Punjab,36-45,Male,T30
19742,2024-01-28,ABSL Frontline Equity Direct,Lumpsum,286285,Gujarat,60+,Male,B30
19743,2022-03-19,Axis Bluechip Direct,Redemption,480426,Uttar Pradesh,18-25,Female,T30
19744,2023-01-25,Axis Bluechip Direct,SIP,208665,Kerala,60+,Male,T30
19745,2023-12-04,DSP Top 100 Equity Direct,SIP,354685,Uttar Pradesh,46-60,Female,B30
19746,2025-11-04,Mirae Asset Large Cap Direct,SIP,294566,Maharashtra,36-45,Male,B30
19747,2025-11-16,ABSL Frontline Equity Direct,Lumpsum,438668,West Bengal,46-60,Male,T30
19748,2025-05-31,Nippon Large Cap Direct,SIP,263921,West Bengal,26-35,Female,T30
19749,2025-06-17,Kotak Bluechip Direct,SIP,385716,Delhi,18-25,Male,T30
19750,2022-11-14,UTI Flexi Cap Direct,SIP,90932,Rajasthan,26-35,Female,T30
19751,2023-08-31,DSP Top 100 Equity Direct,Lumpsum,276265,Kerala,36-45,Female,T30
19752,2025-04-09,ICICI Pru Bluechip Direct,SIP,379391,Uttar Pradesh,26-35,Male,B30
19753,2023-11-15,HDFC Top 100 Direct,Redemption,82513,Karnataka,26-35,Male,T30
19754,2024-09-05,SBI Bluechip Direct,Lumpsum,219442,Gujarat,60+,Male,B30
19755,2024-02-09,Kotak Bluechip Direct,Redemption,127236,Rajasthan,36-45,Male,T30
19756,2023-04-23,DSP Top 100 Equity Direct,SIP,204011,Tamil Nadu,18-25,Male,T30
19757,2024-05-07,HDFC Top 100 Direct,SIP,55261,Andhra Pradesh,26-35,Male,T30
19758,2022-10-07,Nippon Large Cap Direct,SIP,34850,Andhra Pradesh,36-45,Male,T30
19759,2024-08-27,ICICI Pru Bluechip Direct,Lumpsum,53130,Punjab,36-45,Female,T30
19760,2025-09-02,Axis Bluechip Direct,SIP,278769,Gujarat,60+,Female,B30
19761,2025-07-05,Nippon Large Cap Direct,Redemption,148311,Punjab,36-45,Male,T30
19762,2023-02-01,Mirae Asset Large Cap Direct,SIP,139189,Telangana,26-35,Female,T30
19763,2025-04-28,Kotak Bluechip Direct,Lumpsum,279559,Gujarat,36-45,Male,B30
19764,2023-07-08,DSP Top 100 Equity Direct,SIP,390572,Rajasthan,60+,Female,T30
19765,2024-05-26,ABSL Frontline Equity Direct,Redemption,238331,Rajasthan,46-60,Male,T30
19766,2023-08-14,SBI Bluechip Direct,SIP,341103,Maharashtra,18-25,Male,B30
19767,2025-11-26,Mirae Asset Large Cap Direct,Lumpsum,86742,Telangana,36-45,Male,T30
19768,2022-07-14,ICICI Pru Bluechip Direct,Redemption,374967,Uttar Pradesh,26-35,Female,T30
19769,2023-09-27,SBI Bluechip Direct,SIP,452790,Uttar Pradesh,26-35,Male,T30
19770,2025-03-18,ABSL Frontline Equity Direct,SIP,77196,Uttar Pradesh,46-60,Female,T30
19771,2022-06-10,Nippon Large Cap Direct,SIP,420637,Uttar Pradesh,46-60,Female,T30
19772,2024-02-12,SBI Bluechip Direct,SIP,331417,Delhi,60+,Female,B30
19773,2025-07-05,Nippon Large Cap Direct,SIP,120545,Uttar Pradesh,18-25,Female,T30
19774,2025-02-26,Axis Bluechip Direct,Lumpsum,424003,Tamil Nadu,46-60,Female,T30
19775,2024-11-14,Axis Bluechip Direct,Lumpsum,141571,Punjab,18-25,Female,T30
19776,2024-03-01,ABSL Frontline Equity Direct,SIP,162260,Punjab,26-35,Male,B30
19777,2025-07-25,Axis Bluechip Direct,Lumpsum,168700,West Bengal,26-35,Male,B30
19778,2023-07-16,UTI Flexi Cap Direct,Lumpsum,385648,Kerala,60+,Male,T30
19779,2024-06-03,SBI Bluechip Direct,Redemption,14776,Karnataka,26-35,Female,T30
19780,2024-12-02,Nippon Large Cap Direct,SIP,24556,Telangana,60+,Male,T30
19781,2024-05-30,Kotak Bluechip Direct,SIP,357020,Tamil Nadu,26-35,Male,T30
19782,2024-05-27,UTI Flexi Cap Direct,SIP,185210,Karnataka,18-25,Female,T30
19783,2022-04-27,SBI Bluechip Direct,SIP,147156,Andhra Pradesh,36-45,Male,T30
19784,2022-01-25,Kotak Bluechip Direct,SIP,3094,Punjab,36-45,Female,T30
19785,2025-07-18,ICICI Pru Bluechip Direct,SIP,264529,Uttar Pradesh,26-35,Female,T30
19786,2025-11-12,SBI Bluechip Direct,SIP,183708,Tamil Nadu,60+,Male,T30
19787,2022-12-17,Axis Bluechip Direct,Redemption,324868,West Bengal,18-25,Female,T30
19788,2023-12-05,ICICI Pru Bluechip Direct,SIP,348475,Rajasthan,36-45,Female,T30
19789,2022-02-04,UTI Flexi Cap Direct,SIP,49141,Telangana,36-45,Male,B30
19790,2025-11-03,ABSL Frontline Equity Direct,Redemption,123737,Gujarat,60+,Female,B30
19791,2025-11-14,DSP Top 100 Equity Direct,SIP,204929,Tamil Nadu,36-45,Female,T30
19792,2023-09-28,UTI Flexi Cap Direct,SIP,459175,Tamil Nadu,36-45,Male,T30
19793,2023-01-21,Kotak Bluechip Direct,SIP,350724,Gujarat,26-35,Female,T30
19794,2025-10-17,DSP Top 100 Equity Direct,SIP,75526,Kerala,18-25,Female,B30
19795,2022-07-17,ABSL Frontline Equity Direct,SIP,47066,West Bengal,18-25,Male,T30
19796,2023-10-05,UTI Flexi Cap Direct,SIP,63273,Kerala,46-60,Male,T30
19797,2025-08-29,ICICI Pru Bluechip Direct,Redemption,300700,Telangana,60+,Male,T30
19798,2024-06-29,Kotak Bluechip Direct,Lumpsum,202496,Kerala,60+,Male,T30
19799,2022-10-21,ICICI Pru Bluechip Direct,Redemption,177018,Delhi,18-25,Male,B30
19800,2023-10-10,DSP Top 100 Equity Direct,SIP,306460,West Bengal,18-25,Male,B30
19801,2025-12-29,ICICI Pru Bluechip Direct,SIP,210248,Maharashtra,26-35,Male,B30
19802,2023-12-21,Kotak Bluechip Direct,SIP,284334,Maharashtra,26-35,Female,B30
19803,2022-01-28,Axis Bluechip Direct,SIP,239339,Rajasthan,46-60,Female,B30
19804,2025-09-03,Kotak Bluechip Direct,SIP,1278,Karnataka,26-35,Male,T30
19805,2025-05-07,Mirae Asset Large Cap Direct,SIP,380295,Andhra Pradesh,60+,Male,T30
19806,2025-09-27,Axis Bluechip Direct,SIP,12953,Telangana,46-60,Male,B30
19807,2024-10-11,HDFC Top 100 Direct,SIP,160269,Gujarat,36-45,Female,T30
19808,2023-07-01,SBI Bluechip Direct,SIP,132026,Karnataka,18-25,Male,B30
19809,2023-04-07,SBI Bluechip Direct,Lumpsum,132951,Karnataka,18-25,Female,T30
19810,2023-06-27,Mirae Asset Large Cap Direct,Redemption,399032,Delhi,18-25,Female,T30
19811,2023-03-29,UTI Flexi Cap Direct,SIP,90771,Uttar Pradesh,36-45,Female,T30
19812,2024-09-28,Nippon Large Cap Direct,Redemption,149103,Tamil Nadu,46-60,Male,T30
19813,2022-09-25,ICICI Pru Bluechip Direct,SIP,262357,Telangana,46-60,Female,T30
19814,2023-09-09,Nippon Large Cap Direct,SIP,332956,Punjab,36-45,Female,B30
19815,2024-02-26,ICICI Pru Bluechip Direct,SIP,147880,Punjab,36-45,Female,T30
19816,2025-03-09,Kotak Bluechip Direct,Lumpsum,216211,Punjab,36-45,Female,B30
19817,2025-10-25,Kotak Bluechip Direct,Redemption,328652,West Bengal,36-45,Male,T30
19818,2023-10-08,Kotak Bluechip Direct,SIP,160397,Telangana,26-35,Female,T30
19819,2025-01-05,Mirae Asset Large Cap Direct,SIP,434855,Kerala,26-35,Female,T30
19820,2022-05-21,ICICI Pru Bluechip Direct,SIP,398550,Karnataka,36-45,Female,T30
19821,2022-06-09,UTI Flexi Cap Direct,SIP,299788,Kerala,36-45,Female,T30
19822,2024-08-13,DSP Top 100 Equity Direct,SIP,368510,Punjab,18-25,Female,B30
19823,2023-07-23,HDFC Top 100 Direct,SIP,447603,Uttar Pradesh,46-60,Female,T30
19824,2022-06-20,UTI Flexi Cap Direct,SIP,109732,Maharashtra,18-25,Female,B30
19825,2024-12-20,Nippon Large Cap Direct,Lumpsum,377423,Andhra Pradesh,36-45,Female,B30
19826,2024-12-06,UTI Flexi Cap Direct,SIP,313272,Delhi,60+,Male,T30
19827,2022-08-11,ICICI Pru Bluechip Direct,SIP,65446,Maharashtra,46-60,Male,T30
19828,2025-07-25,ICICI Pru Bluechip Direct,Redemption,67337,Karnataka,60+,Female,T30
19829,2023-12-24,DSP Top 100 Equity Direct,SIP,264266,Delhi,18-25,Female,T30
19830,2025-01-21,Nippon Large Cap Direct,SIP,349228,Tamil Nadu,26-35,Female,T30
19831,2024-12-30,UTI Flexi Cap Direct,Lumpsum,81701,Delhi,26-35,Male,T30
19832,2025-11-05,Axis Bluechip Direct,Redemption,18579,Rajasthan,26-35,Female,T30
19833,2024-10-30,ICICI Pru Bluechip Direct,Redemption,234746,Punjab,36-45,Male,T30
19834,2025-09-06,DSP Top 100 Equity Direct,SIP,13964,Uttar Pradesh,60+,Male,T30
19835,2023-05-03,Mirae Asset Large Cap Direct,SIP,317654,Delhi,46-60,Female,B30
19836,2024-09-22,UTI Flexi Cap Direct,Lumpsum,467405,Tamil Nadu,36-45,Female,T30
19837,2025-08-08,DSP Top 100 Equity Direct,Lumpsum,232144,Andhra Pradesh,26-35,Female,T30
19838,2022-11-16,ABSL Frontline Equity Direct,Lumpsum,345397,Maharashtra,60+,Male,T30
19839,2023-03-03,Axis Bluechip Direct,SIP,424110,West Bengal,36-45,Male,B30
19840,2022-03-11,SBI Bluechip Direct,Lumpsum,285409,Kerala,36-45,Male,T30
19841,2025-02-18,DSP Top 100 Equity Direct,SIP,76416,Andhra Pradesh,46-60,Female,B30
19842,2022-01-03,Nippon Large Cap Direct,SIP,225861,Punjab,36-45,Female,B30
19843,2023-02-01,UTI Flexi Cap Direct,SIP,225730,Maharashtra,18-25,Female,B30
19844,2025-09-07,DSP Top 100 Equity Direct,SIP,14800,Karnataka,46-60,Male,T30
19845,2023-01-04,DSP Top 100 Equity Direct,SIP,29936,Rajasthan,26-35,Female,T30
19846,2023-08-11,DSP Top 100 Equity Direct,SIP,463217,Delhi,18-25,Female,T30
19847,2023-05-11,DSP Top 100 Equity Direct,SIP,136271,Delhi,60+,Male,B30
19848,2024-09-25,ABSL Frontline Equity Direct,SIP,52413,Uttar Pradesh,60+,Female,B30
19849,2024-08-13,Kotak Bluechip Direct,Redemption,198155,Tamil Nadu,26-35,Female,T30
19850,2022-01-10,UTI Flexi Cap Direct,SIP,69095,Andhra Pradesh,18-25,Female,T30
19851,2023-04-13,SBI Bluechip Direct,SIP,421346,Andhra Pradesh,26-35,Female,B30
19852,2024-05-14,UTI Flexi Cap Direct,Redemption,286049,Uttar Pradesh,60+,Female,T30
19853,2025-05-06,Axis Bluechip Direct,SIP,92460,Rajasthan,26-35,Male,T30
19854,2023-09-08,ABSL Frontline Equity Direct,SIP,252680,Karnataka,36-45,Male,T30
19855,2024-04-30,SBI Bluechip Direct,SIP,201689,Gujarat,36-45,Male,B30
19856,2025-11-28,UTI Flexi Cap Direct,SIP,333750,Telangana,26-35,Male,T30
19857,2024-03-13,ABSL Frontline Equity Direct,SIP,13132,Uttar Pradesh,36-45,Female,T30
19858,2024-10-13,ABSL Frontline Equity Direct,Lumpsum,230521,Kerala,60+,Female,T30
19859,2024-01-02,UTI Flexi Cap Direct,Redemption,411023,Tamil Nadu,36-45,Male,B30
19860,2023-08-22,ICICI Pru Bluechip Direct,SIP,243500,West Bengal,36-45,Female,T30
19861,2022-12-12,Nippon Large Cap Direct,SIP,164254,West Bengal,60+,Female,T30
19862,2025-05-13,DSP Top 100 Equity Direct,SIP,361466,Rajasthan,18-25,Male,T30
19863,2023-10-16,DSP Top 100 Equity Direct,SIP,252121,Rajasthan,26-35,Male,T30
19864,2025-01-14,Axis Bluechip Direct,SIP,309642,Delhi,36-45,Male,T30
19865,2022-08-25,Mirae Asset Large Cap Direct,Lumpsum,133931,West Bengal,26-35,Male,B30
19866,2024-05-21,DSP Top 100 Equity Direct,Redemption,111036,Rajasthan,60+,Female,T30
19867,2023-04-04,SBI Bluechip Direct,Lumpsum,473452,Gujarat,46-60,Male,T30
19868,2025-03-17,HDFC Top 100 Direct,SIP,213170,Rajasthan,36-45,Female,T30
19869,2023-03-29,ICICI Pru Bluechip Direct,SIP,69340,Maharashtra,36-45,Male,T30
19870,2024-06-30,ABSL Frontline Equity Direct,SIP,144395,Kerala,26-35,Female,B30
19871,2023-01-12,Kotak Bluechip Direct,SIP,113700,Uttar Pradesh,46-60,Male,T30
19872,2025-07-09,SBI Bluechip Direct,SIP,445591,Delhi,36-45,Female,T30
19873,2023-02-12,Nippon Large Cap Direct,SIP,118719,Delhi,26-35,Female,B30
19874,2022-04-30,Nippon Large Cap Direct,Lumpsum,91200,Uttar Pradesh,46-60,Male,T30
19875,2022-09-23,SBI Bluechip Direct,SIP,463425,Maharashtra,46-60,Female,T30
19876,2022-11-10,UTI Flexi Cap Direct,SIP,124840,Punjab,46-60,Female,T30
19877,2023-08-25,UTI Flexi Cap Direct,SIP,217706,Gujarat,60+,Female,T30
19878,2023-05-12,HDFC Top 100 Direct,SIP,305489,West Bengal,18-25,Female,B30
19879,2024-06-24,Axis Bluechip Direct,Lumpsum,233509,Telangana,60+,Male,B30
19880,2024-09-02,Nippon Large Cap Direct,Lumpsum,432653,Gujarat,18-25,Male,T30
19881,2023-12-12,HDFC Top 100 Direct,Lumpsum,372823,Delhi,18-25,Female,B30
19882,2024-08-15,ABSL Frontline Equity Direct,Redemption,219467,Rajasthan,18-25,Male,T30
19883,2024-08-11,SBI Bluechip Direct,SIP,397710,West Bengal,26-35,Male,T30
19884,2022-11-29,ABSL Frontline Equity Direct,Redemption,180427,Karnataka,26-35,Male,T30
19885,2023-11-10,Axis Bluechip Direct,SIP,260370,Kerala,46-60,Male,T30
19886,2024-02-22,Nippon Large Cap Direct,Redemption,493824,Kerala,60+,Male,T30
19887,2025-03-01,HDFC Top 100 Direct,Redemption,390509,Telangana,18-25,Female,T30
19888,2025-05-02,DSP Top 100 Equity Direct,Redemption,492150,Delhi,26-35,Male,B30
19889,2024-04-29,Axis Bluechip Direct,SIP,383068,Maharashtra,18-25,Female,T30
19890,2023-05-04,HDFC Top 100 Direct,SIP,100482,Uttar Pradesh,26-35,Female,T30
19891,2023-12-08,ICICI Pru Bluechip Direct,SIP,433443,Delhi,26-35,Male,T30
19892,2024-02-21,DSP Top 100 Equity Direct,SIP,91845,Andhra Pradesh,26-35,Male,T30
19893,2025-04-27,Mirae Asset Large Cap Direct,Lumpsum,127274,Kerala,18-25,Female,B30
19894,2022-03-31,HDFC Top 100 Direct,Lumpsum,443988,Uttar Pradesh,60+,Female,B30
19895,2023-11-16,SBI Bluechip Direct,SIP,382744,Punjab,36-45,Male,T30
19896,2024-04-03,Mirae Asset Large Cap Direct,SIP,224354,Rajasthan,46-60,Female,T30
19897,2022-03-13,Axis Bluechip Direct,Redemption,366850,Kerala,36-45,Female,T30
19898,2024-04-14,ICICI Pru Bluechip Direct,Lumpsum,15832,Tamil Nadu,60+,Female,T30
19899,2022-10-08,SBI Bluechip Direct,SIP,109554,Andhra Pradesh,60+,Male,T30
19900,2025-06-16,UTI Flexi Cap Direct,SIP,170073,Uttar Pradesh,18-25,Male,B30
19901,2025-02-05,ICICI Pru Bluechip Direct,Lumpsum,194228,Tamil Nadu,26-35,Female,T30
19902,2023-03-07,Kotak Bluechip Direct,SIP,215200,Punjab,26-35,Female,T30
19903,2022-03-11,UTI Flexi Cap Direct,Redemption,104244,Uttar Pradesh,46-60,Male,T30
19904,2025-07-28,UTI Flexi Cap Direct,SIP,428446,Punjab,36-45,Female,B30
19905,2024-03-15,ABSL Frontline Equity Direct,Redemption,465746,Andhra Pradesh,26-35,Female,B30
19906,2024-10-04,DSP Top 100 Equity Direct,SIP,383700,Andhra Pradesh,18-25,Female,T30
19907,2022-08-14,ABSL Frontline Equity Direct,SIP,6952,Punjab,46-60,Male,T30
19908,2022-04-10,Kotak Bluechip Direct,SIP,224712,West Bengal,46-60,Male,T30
19909,2023-04-02,Nippon Large Cap Direct,SIP,38976,Tamil Nadu,60+,Female,B30
19910,2022-07-13,HDFC Top 100 Direct,SIP,224605,Maharashtra,26-35,Male,T30
19911,2025-10-20,DSP Top 100 Equity Direct,SIP,467722,Uttar Pradesh,18-25,Female,T30
19912,2024-06-12,Axis Bluechip Direct,SIP,238266,Kerala,60+,Male,B30
19913,2023-01-02,SBI Bluechip Direct,SIP,36033,Rajasthan,18-25,Female,T30
19914,2023-07-29,Axis Bluechip Direct,SIP,65483,Punjab,26-35,Female,T30
19915,2024-03-30,SBI Bluechip Direct,Lumpsum,33487,Rajasthan,60+,Male,T30
19916,2025-03-13,Mirae Asset Large Cap Direct,SIP,393776,Gujarat,36-45,Male,B30
19917,2022-12-11,HDFC Top 100 Direct,SIP,94215,Delhi,60+,Female,B30
19918,2024-02-16,SBI Bluechip Direct,SIP,124382,Gujarat,26-35,Female,B30
19919,2022-02-11,Nippon Large Cap Direct,SIP,201731,Uttar Pradesh,36-45,Male,T30
19920,2023-04-19,Axis Bluechip Direct,SIP,73971,Telangana,60+,Male,B30
19921,2023-05-29,Mirae Asset Large Cap Direct,Lumpsum,202709,Andhra Pradesh,18-25,Female,T30
19922,2022-01-03,HDFC Top 100 Direct,Lumpsum,375214,Punjab,36-45,Female,T30
19923,2025-10-23,Kotak Bluechip Direct,SIP,82573,Andhra Pradesh,60+,Male,T30
19924,2023-07-21,Kotak Bluechip Direct,SIP,426346,Kerala,18-25,Male,B30
19925,2025-02-22,ABSL Frontline Equity Direct,Redemption,290307,Telangana,18-25,Male,T30
19926,2022-06-14,ABSL Frontline Equity Direct,SIP,52041,Rajasthan,18-25,Female,B30
19927,2023-06-12,Nippon Large Cap Direct,SIP,343128,Delhi,60+,Male,B30
19928,2024-10-02,Kotak Bluechip Direct,SIP,337003,Uttar Pradesh,18-25,Female,T30
19929,2025-04-30,DSP Top 100 Equity Direct,SIP,193150,Gujarat,36-45,Male,T30
19930,2025-08-21,Kotak Bluechip Direct,SIP,30983,West Bengal,46-60,Female,B30
19931,2025-11-01,Mirae Asset Large Cap Direct,Lumpsum,1672,Uttar Pradesh,60+,Male,B30
19932,2025-08-12,Kotak Bluechip Direct,SIP,384041,Maharashtra,60+,Female,T30
19933,2022-05-03,HDFC Top 100 Direct,Lumpsum,394377,Delhi,60+,Male,T30
19934,2024-07-06,Mirae Asset Large Cap Direct,Lumpsum,61365,Delhi,26-35,Female,T30
19935,2022-06-16,SBI Bluechip Direct,Lumpsum,132542,Tamil Nadu,60+,Male,T30
19936,2024-11-13,HDFC Top 100 Direct,SIP,246939,Punjab,46-60,Male,T30
19937,2024-12-04,Nippon Large Cap Direct,SIP,466251,Kerala,36-45,Female,B30
19938,2023-02-25,Nippon Large Cap Direct,SIP,178488,Punjab,36-45,Male,T30
19939,2024-01-08,Kotak Bluechip Direct,Lumpsum,339815,West Bengal,46-60,Male,T30
19940,2025-03-24,Kotak Bluechip Direct,SIP,387193,Gujarat,26-35,Male,T30
19941,2024-02-13,DSP Top 100 Equity Direct,SIP,87471,Gujarat,46-60,Male,B30
19942,2024-05-03,ABSL Frontline Equity Direct,Lumpsum,481299,Delhi,26-35,Female,T30
19943,2024-04-04,HDFC Top 100 Direct,SIP,15631,Uttar Pradesh,46-60,Female,B30
19944,2025-05-18,ICICI Pru Bluechip Direct,SIP,426378,Karnataka,36-45,Female,B30
19945,2024-11-27,UTI Flexi Cap Direct,Redemption,146047,West Bengal,36-45,Male,B30
19946,2023-03-20,Axis Bluechip Direct,SIP,479273,Tamil Nadu,18-25,Female,B30
19947,2025-11-28,Axis Bluechip Direct,SIP,340430,Delhi,36-45,Female,T30
19948,2025-09-11,HDFC Top 100 Direct,SIP,144706,Rajasthan,36-45,Male,T30
19949,2024-07-09,SBI Bluechip Direct,SIP,76395,Gujarat,18-25,Male,T30
19950,2023-05-21,Mirae Asset Large Cap Direct,SIP,279244,Delhi,60+,Female,T30
19951,2024-06-28,ICICI Pru Bluechip Direct,SIP,465455,Kerala,26-35,Female,B30
19952,2024-03-21,UTI Flexi Cap Direct,Redemption,232929,Karnataka,18-25,Male,B30
19953,2024-06-09,Mirae Asset Large Cap Direct,Lumpsum,301616,Delhi,26-35,Male,B30
19954,2022-10-02,Kotak Bluechip Direct,SIP,438963,Andhra Pradesh,26-35,Male,T30
19955,2022-02-10,Axis Bluechip Direct,SIP,237135,Delhi,46-60,Female,T30
19956,2024-07-30,ABSL Frontline Equity Direct,SIP,230272,Punjab,46-60,Male,T30
19957,2023-09-27,Axis Bluechip Direct,SIP,32991,Punjab,36-45,Male,T30
19958,2022-04-04,ABSL Frontline Equity Direct,SIP,285318,Gujarat,60+,Female,B30
19959,2023-01-02,ICICI Pru Bluechip Direct,SIP,382283,Telangana,36-45,Female,B30
19960,2024-03-29,UTI Flexi Cap Direct,Redemption,26466,Tamil Nadu,60+,Female,T30
19961,2025-05-23,Kotak Bluechip Direct,SIP,112085,Rajasthan,18-25,Female,T30
19962,2025-11-08,ICICI Pru Bluechip Direct,SIP,175972,Maharashtra,46-60,Female,T30
19963,2022-07-13,Axis Bluechip Direct,SIP,389846,West Bengal,46-60,Male,T30
19964,2024-09-21,Mirae Asset Large Cap Direct,Redemption,260286,Maharashtra,26-35,Male,T30
19965,2024-07-27,DSP Top 100 Equity Direct,Redemption,233547,Telangana,18-25,Female,T30
19966,2022-08-13,Mirae Asset Large Cap Direct,SIP,48052,Telangana,60+,Female,T30
19967,2025-04-20,DSP Top 100 Equity Direct,SIP,474922,Karnataka,18-25,Male,T30
19968,2024-03-03,Mirae Asset Large Cap Direct,SIP,431038,Delhi,46-60,Female,T30
19969,2024-08-01,Axis Bluechip Direct,SIP,3111,Uttar Pradesh,60+,Male,T30
19970,2023-02-25,Nippon Large Cap Direct,Lumpsum,389556,Telangana,60+,Male,B30
19971,2024-06-22,ICICI Pru Bluechip Direct,SIP,206035,Punjab,26-35,Male,T30
19972,2025-04-08,ICICI Pru Bluechip Direct,SIP,481397,Andhra Pradesh,18-25,Male,T30
19973,2024-07-05,ICICI Pru Bluechip Direct,Lumpsum,138506,Rajasthan,46-60,Female,T30
19974,2024-02-05,DSP Top 100 Equity Direct,SIP,148142,Uttar Pradesh,60+,Male,T30
19975,2025-02-08,HDFC Top 100 Direct,SIP,48228,Maharashtra,26-35,Male,B30
19976,2022-09-19,Axis Bluechip Direct,SIP,440300,Punjab,26-35,Female,T30
19977,2024-04-21,UTI Flexi Cap Direct,SIP,74176,Delhi,46-60,Female,B30
19978,2025-12-29,Mirae Asset Large Cap Direct,SIP,147909,West Bengal,46-60,Male,T30
19979,2024-12-10,SBI Bluechip Direct,SIP,467238,Delhi,26-35,Male,B30
19980,2025-09-22,SBI Bluechip Direct,SIP,305696,Rajasthan,36-45,Male,T30
19981,2024-03-04,HDFC Top 100 Direct,SIP,159046,Gujarat,18-25,Male,T30
19982,2025-08-29,Kotak Bluechip Direct,SIP,158414,Rajasthan,18-25,Male,T30
19983,2023-03-11,SBI Bluechip Direct,SIP,82296,West Bengal,60+,Female,B30
19984,2024-11-19,HDFC Top 100 Direct,SIP,253476,Punjab,18-25,Female,T30
19985,2022-11-11,DSP Top 100 Equity Direct,SIP,229730,Maharashtra,36-45,Female,T30
19986,2023-06-06,UTI Flexi Cap Direct,SIP,443150,Uttar Pradesh,18-25,Male,B30
19987,2025-06-28,ABSL Frontline Equity Direct,Lumpsum,159057,West Bengal,26-35,Female,T30
19988,2024-07-11,Mirae Asset Large Cap Direct,SIP,71184,Karnataka,46-60,Female,B30
19989,2024-05-18,Nippon Large Cap Direct,Redemption,112592,Rajasthan,26-35,Male,T30
19990,2025-10-27,DSP Top 100 Equity Direct,Redemption,280943,Karnataka,18-25,Male,T30
19991,2025-06-26,SBI Bluechip Direct,SIP,203919,Rajasthan,18-25,Female,B30
19992,2024-11-17,ICICI Pru Bluechip Direct,Lumpsum,342388,Telangana,60+,Female,B30
19993,2022-02-06,Axis Bluechip Direct,Redemption,269286,Maharashtra,18-25,Female,T30
19994,2025-11-04,Kotak Bluechip Direct,Lumpsum,127764,Kerala,46-60,Male,B30
19995,2023-01-29,ICICI Pru Bluechip Direct,Lumpsum,98555,Tamil Nadu,46-60,Male,B30
19996,2023-03-04,Nippon Large Cap Direct,SIP,182534,Rajasthan,36-45,Male,T30
19997,2022-12-21,Mirae Asset Large Cap Direct,Redemption,425712,Karnataka,36-45,Male,B30
19998,2023-01-16,Nippon Large Cap Direct,SIP,207344,Punjab,46-60,Female,T30
19999,2022-05-12,Nippon Large Cap Direct,SIP,284898,Andhra Pradesh,18-25,Male,T30
20000,2024-04-03,ICICI Pru Bluechip Direct,Redemption,69959,Rajasthan,60+,Female,B30
20001,2025-01-01,Mirae Asset Large Cap Direct,SIP,287602,Andhra Pradesh,60+,Female,T30
20002,2024-11-16,DSP Top 100 Equity Direct,Lumpsum,2129,Rajasthan,46-60,Female,T30
20003,2022-06-23,Nippon Large Cap Direct,Lumpsum,95345,Andhra Pradesh,26-35,Female,T30
20004,2022-08-08,Kotak Bluechip Direct,Redemption,170957,Maharashtra,36-45,Female,T30
20005,2025-04-09,ABSL Frontline Equity Direct,Redemption,258821,Uttar Pradesh,36-45,Male,T30
20006,2023-06-17,Nippon Large Cap Direct,SIP,424345,Kerala,36-45,Female,T30
20007,2022-01-22,ICICI Pru Bluechip Direct,Redemption,396991,Kerala,36-45,Male,T30
20008,2022-03-10,UTI Flexi Cap Direct,Redemption,348200,West Bengal,18-25,Male,T30
20009,2024-03-07,Kotak Bluechip Direct,Lumpsum,246434,Gujarat,18-25,Male,T30
20010,2024-12-28,DSP Top 100 Equity Direct,SIP,249802,West Bengal,60+,Male,T30
20011,2024-06-26,Kotak Bluechip Direct,SIP,304114,Delhi,26-35,Female,T30
20012,2023-08-22,Mirae Asset Large Cap Direct,Redemption,488929,Rajasthan,36-45,Male,B30
20013,2022-10-18,DSP Top 100 Equity Direct,SIP,446293,Uttar Pradesh,46-60,Female,T30
20014,2025-08-07,Mirae Asset Large Cap Direct,SIP,310260,Maharashtra,18-25,Male,B30
20015,2024-08-16,Nippon Large Cap Direct,Redemption,71977,Telangana,26-35,Male,B30
20016,2024-02-27,Nippon Large Cap Direct,Redemption,289105,Punjab,36-45,Female,T30
20017,2023-05-15,Kotak Bluechip Direct,SIP,304071,Telangana,18-25,Male,T30
20018,2022-10-09,ICICI Pru Bluechip Direct,SIP,106909,Uttar Pradesh,60+,Male,T30
20019,2024-10-15,Axis Bluechip Direct,SIP,368267,Tamil Nadu,18-25,Female,T30
